title,review,rating,date,label
O rei do custo-beneficio,"Durante muitos anos, Motorola, Samsung e LG reinaram soberanas no mercado brasileiro de smartphones de entrada / intermediários, oferecendo aparelhos que ficaram bastante populares por preços baixos como a linha G da Motorola ou a linha J da Samsung. Porém com o passar do tempo a Xiaomi começou a ganhar espaço nesse mercado principalmente por conta da qualidade oferecida somada aos valores atrativos conseguidos via importação. O que era apenas um pequeno ganho de mercado se tornou um avassalador sucesso com a chegada de importadores oficiais como Amazon ou GearBest, que armazenam estoques locais e vendem os aparelhos a preços bastante competitivos.Nessa mesma vibe temos o Redmi Note 8 trazendo especificações bastante equilibradas por um preço bastante competitivo em comparação aos seus concorrentes. Trazendo um chipset Qualcomm SnapDragon 665 (que é um ""requentado"" do 660, que por sua vez já era um ""requentado"" do 635...), temos 4GB de RAM com 64GB de armazenamento com possibilidade de expansão via cartão SD. Visto que seu preço se encaixa na categoria de intermediários mais básicos, é bastante impressionante analisarmos o que esse chipset entrega, já que ele rivaliza facilmente com aparelhos como Moto G8 Plus ou A50, que são sensivelmente mais caros.Sua tela é uma IPS LCD na resolução Full HD que entrega uma qualidade equilibrada: não é deslumbrante, mas está muito longe de ser algo básico. De fato, pode-se resumir esse aparelho com essa palavra: equilíbrio. As saídas de som entregam boa qualidade de áudio mas não vá esperando grande imersão pois não seria essa a proposta.Sua câmera de 48 Mpx traz um bom desempenho, com fotos bem detalhadas em condições ideais e até surpreende em ambientes fechados ou com pouca luminosidade, porém não espere que se compare com tops de linha claro. Porém ela é apenas uma de um conjunto. Mas fica uma crítica: nesse conjunto  não existe câmera de detecção de espaço, apenas uma câmera macro de 2 Mpx extremamente ruim! O recomendado é usar a câmera principal para as fotos e dar zoom caso deseja detalhar algo em macro.Mesmo assim, o Redmi Note 8 se mostra um excelente smartphone quando se leva em conta o que ele entrega pelo preço cobrado: uma média de mil reais por um aparelho com características como as tais está de ótmo valor.",5.0,5/12/2019,Good
Demora para desbloqueio de tela,"O celular em si é muito bom, embora tenha me decepcionado um pouco com a qualidade da câmera, principalmente para vídeo. Mas o que mais me incomoda é a demora para desbloquear a tela, tento várias vezes com a digital só pra depois de um tempo desbloquear; nem sempre o botão de bloqueio (para desbloquear) funciona; tenho o reconhecimento facial mas mesmo assim, quase nunca desbloqueia na primeira vez que tento. Entrei em contato com os fornecedores do aparelho e, além da demora para me responder, pediram pra eu entrar em contato daqui 1 mês sem resolver o meu problema; depois de oferecerem uma medida que não resolveu em nada (pediram pra eu reiniciar o celular para a versão de fábrica mas não adiantou).",1.0,25/03/2020,Bad
"Sai de uma Fusca para Cruiser....""Redmi note 8"", melhor custo benefício que já tive","Por enquanto nada contra. Vendedor ótimo, cumpriu com o prazo, sempre detalhado o rastreamento, produto chegou antes do previsto. Celular  ""Redmi note 8"" superando minhas expectativas, Samsung e motorola e principalmente Apple, enquanto continuarem com preços absurdos, nunca mais...Este aparelho por ser um intermediário no meu caso entrega tudo que preciso. Do que adianta ter uma Ferrari e pagar milhões por ela se não posso pisar até embaixo na cidade...Pense bem nisso, do que vc precisa realmente.",5.0,20/11/2019,Good
Produto ótimo,"O produto é sensacional, câmera, bateria, estética. A velocidade dele é sensacional mesmo exigindo bastante da Ram.Pontos negativos: Carregador, como da para ver na imagem não é de pino o que pode dificultar bastante em um cenário onde você não tenha tomada que aceite essa entrada.Câmera frontal: A câmera traseira é sensacional e talvez essa seja a justificativa da frontal ser tão básica. Fotos apenas em locais com luz.Comprei um dia antes do feriado e acabei recebendo em cerca de 5 dias mas se não fosse pelo feriado teria sido bem antes.",4.0,28/11/2019,Good
O celular é simplesmente perfeito!,"Já estou usando o aparelho por cerca de uma semana e meia e nunca estive tão satisfeita com uma compra! O celular cumpre até mais do que promete, as câmeras fazem fotos maravilhosas, o celular é muito rápido e simples para mexer. Como faço faculdade acabo exigindo um pouco mais dele para fazer minhas atividades e avaliações e ele não me deixa na mão. Comigo a bateria dura um pouco mais de 24 horas, mas nunca o deixo abaixo de 15%, o carrego desligado e ele demora uma hora e pouco para ter a carga completa, o celular não aquece nadinha, o carregador aquece bem pouquinho (o que é normal), o meu veio na versão global e com a nota fiscal no produto, mas recomendo perguntarem antes ao vendedor, vem com uma capinha, a chave para abrir o compartimento do chip, o manual e um termo de garantia, o carregador e o cabo, não vem com o fone, mas é algo normal. Recomendo que analisem bem o vendedor antes de comprar para não caírem em golpes, não olhem apenas o preço, comprei com a Loja Fenix e super recomendo, o celular chegou uma semana antes do início do prazo de entrega e eles responderam minhas dúvidas muito rapidamente. As câmeras são realmente boas e proporcionam registros maravilhosos, a resolução da tela é muito boa e não deixa a desejar, os autofalantes são bons e o reconhecimento digital e facial são rápidos e precisos, ele também é ótimo para jogos e tem uma sensibilidade excepcional.Super recomendo o celular, Xiaomi não decepciona, você tem um celular melhor que os da Apple com um preço muito mais acessível.",5.0,1/03/2021,Good
Superou minhas expectativas,Entrega muito rápida. Fiz a compra no dia 24/10 e no dia 30/10 já estava em minha casa. Sendo que a previsão era entre o dia 06/11 e 12/11. Aparelho incrível. Custo benefício excelente.,5.0,3/11/2019,Good
Celular com defeito!!,"                  A mídia não pôde ser carregada.               Atualização: Celular com menos de 1 mês de uso apresentou travamento e toque fantasma (Ghost Touch) na parte superior da tela. Entrei em contato com o vendedor e o mesmo pediu que eu enviasse o celular com todos os acessórios, após o envio o mesmo se recusou a fazer substituição do aparelho com defeito e falou que o celular ficaria em análise 30 dias, sendo que por ser um produto essencial eu tenho direito a solução imediata. Estou insatisfeita com o vendedor e SEM CELULAR!!!",1.0,18/03/2020,Bad
Entrega,"O celular chegou em 4 dias corridos pela Chinaa Store, muito bem embalado com plástico bolha para não ocorrer danos. Sem contar que a entrega é muito rápida, foi entregue pelo Correios. Versão global.",5.0,6/11/2019,Good
Aparelho abaixo do esperado e abandonado pela Xiaomi,"Este aparelho talvez se adeque se seus maiores interesses em um smartphone são câmera e capacidade de jogos. Como esses não são os meus usos principais, achei ele abaixo do esperado. Não fico o dia todo no celular, mas quando uso geralmente é para ver redes sociais ou assistir vídeos e afins. Mesmo configurando adequadamente as opções de bateria, ela não dura um dia inteiro.O celular foi abandonado pela Xiaomi e não recebe atualizações de sistema, e o sistema atual (MIUI 11) tem sérios problemas de otimização e gerenciamento de memória (o que não acontecia nas versões anteriores). Existe lag para rotacionar a tela, para alternar entre apps (muitas vezes recarregando um dos apps do zero, ao invés de manter o app em 2º plano), e às vezes até para abrir a gaveta de apps. Além disso, propagandas são uma constante no sistema, bem como apps desnecessários que só ocupam o armazenamento do celular e drenam a bateria. Só com uso de certas ferramentas é possível se livrar do bloatware.  Ainda, o desbloqueio por digital não é tão rápido. Outro detalhe importante é a forte interferência que o dispositivo sofre quando está conectado em uma rede de WiFi de 2.4GHz e a um dispositivo bluetooth ao mesmo tempo. E em geral, o sinal da rede wireless oscila e se desconecta do nada, mesmo próximo ao roteador. Já realizei reset de fábrica mais de uma vez, mas não há o que fazer.A Xiaomi não deu qualquer prioridade ao Redmi Note 8 em termos de atualização (do sistema) ou correção de problemas, de modo que até o Redmi Note 7 (anterior) recebe mais atenção dos desenvolvedores. Certamente isso é fruto da quantidade de aparelhos que lançam a todo o momento, deixando a manutenção dos aparelhos e atendimento aos consumidores em segundo plano. Em questão de software não vale a pena.Quanto ao material do aparelho em si, é realmente muito bonito, resistente, de qualidade, fácil de manusear. Também destaco os alto falantes, que são muito bons (com volume decente) comparados a outros celulares no mercado.Infelizmente tive uma experiência bem ruim com a Xiaomi e não recomendo os celulares deles.",3.0,2/12/2020,Neutral
Rapidez na entrega e honestidade do produto,"Eu gostei muito de comprar com esse vendedor china  e com a amazon, foi a primeira vez que comprei, e foi acima das minhas expectativas, rapidez, respostas, preço, entrega antes do prazo, estou recomendando para os meus amigos e certamente comprarei novamente.",5.0,26/10/2019,Good
"Bom, mas há ressalvas","Resumindo: a Xiaomi tem dois fornecedores de tela: um que dá problema (retenção) e outro que não. Tive o azar de pegar o que dá retenção, por isso minha experiência não foi das melhores. Mas devo dizer que fora isso, o celular é excelente: câmera com fotos incríveis e bateria bastante duradoura. Mas a retenção de tela é um problema que pesa pra mim, por esse o motivo de não poder dar mais de três estrelas.",3.0,9/11/2021,Neutral
"ÓTIMO CELULAR, VALE SUPER A PENA!","Celular lindo e ótimo custo benefício!Estou usando faz 5 dias.CÂMERA: Muito boa para claridade. Cores vivas e alta definição. Para noite não é tão boa e fica meio embaçada.Câmera lenta não é tão boa, imagem sem qualidade.  Câmera melhores de qualquer outra marca, porém não é melhor que da Apple.  Tinha um 6s e a câmera dele é melhor que do Note 8. Mas, pelo preço que paguei, vale super pena.BATERIA: Perfeito.  Comigo que uso mediano, dura 1 dia e meio.TELA: Grande a vera, para quem gosta de telão vai babar! kkkk  Tem uns planos de fundos leais.SISTEMA: Amei, bem semelhante ao sistema da Apple quando o assunto é ÍCONES. Bem pratico para voltar para ultimo apps, tem a função de tela dupla, tira print passando 3 dedos na tela, tem a opção de modo escuro que faz a beteria durar mais, entre muitos outras coisas legais.  O ASSISTENTE PESSOAS DO GOOGLE PEGA SIIIM!  Você pode separar seus apps por pastas (Eu amo Isso).SOM: Achei bem alto, e para mim que não sou entendedora de som, acho bem limpo.  Tem a função de limpar os altos falantes contra água e poeira. Não gostei dos toques de ligação e nem de despertador :(CARREGADOR: Veio padrão brasileiro ♥So não gostei que veio sem nota, mas vou solicitar.",5.0,11/02/2020,Good
Melhor opção no mercado,"Ótimo telefone. A Câmera realmente é muito boa, tanto em ambientes claros quanto em ambientes escuros. Não se iludam com a promessa de várias câmeras e funcionalidades diferentes, não é isso tudo.É um celular que tem em suas ferramentas de fábrica ótimas funcionalidades. A calculadora dá um show de opções pra cálculo, nunca mais pesquisei o preço do dólar no Google. Um destaque negativo é que não possui menu, todos os aplicativos ficam na tela principal pela ordem em que são baixados (até o usuário mudar a disposição deles).A bateria dele é excelente e aguenta até 2 dias sem carga se o usuário usar o celular moderadamente. Trabalho e estudo, ouço bastante música e pego no celular pra responder mensagens e ver alguma coisa na internet.Hoje, no e-comerce, a Xiaomi é a que tem o melhor custo benefício.",5.0,23/05/2020,Good
Estou insatisfeito até o momento...,"Produto com um excelente designer a câmera é top, com 3 dias de uso eu até estava gostando do celular até o momento que a tela do celular redmi note 8 começou uma tremedeira na tela mudando de função sozinho travou tudo infelizmente hoje dia 28/01/2020 fiz a devolução pro vendedor aguardando resposta...",3.0,28/01/2020,Neutral
Excelente,"Design primoroso, preço justo para o que oferece, um pouco pesado para quem estava acostumado com smartphones menores, mas a tela grande facilita muito o uso. Tela de 6.3"" com opção de expandir ou retrair as janelas para que a câmera de selfie não atrapalhe certas visualizações. Vem com capa simples da própria Xiaomi que não acredito ser muito compatível com películas 3D/4D/5D/9D visto que nos cantos a capa avança em direção à tela e pode forçar a película, por isso preferi comprar película de vidro ""normal"". Brilho com ajuste automático, mas pode ser manual, com intensidade adequada em dias ensolarados. Som potente, mesmo sendo mono, com opção de auto-limpeza das vias de saída. Conector USB-C com funcionalidade On-The-Go (USB OTG, pode plugar um pen drive/mouse/teclado no smartphone, precisando apenas do adaptador). Modelo M1908C3JG que teoricamente suporta as bandas LTE de 700 MHz (Banda 28). Medindo com o app ""cellmapper"", opera na 3 (TIM) e 7 (Vivo) na cidade de Campinas/SP que há muito já trabalha com a 28. Possui dois slots para SIM Card tamanho nano. Na mesma bandeja tem slot para micro SD Card, bandeja essa destacável por um pino que vem na caixa do produto. Carregador MI de 10W (5V; 2A) de 2 pinos redondos. Android 9/MIUI 10. Câmeras excelentes. Selfie tem efeito suavizador de pele por padrão. Aplicativo de vídeo com funções de gesto super práticas (avançar/voltar tempo, alterar volume/brilho) e com funções de bloquear controles e tirar print acessíveis diretamente na tela. Vem com vários aplicativos de sistema que não podem ser removidos, com isso já se vão pouco mais de 10 GB de uso, sem instalar nenhum app por fora. Não vejo muitos anúncios pois desativei em vários apps a opção de mostrar ""conteúdo recomendado"". Permite desbloqueio de tela por dados faciais ou por impressões digitais. Bateria dura bem (carrego a cada 2 dias, mas não deixo GPS ligado por padrão). No uso do Waze/GoogleMaps, consome metade da carga a cada 4 horas no brilho máximo da tela. Não sei quanto a jogos, pois desinstalei os que vieram nele e não costumo jogar no celular. No geral, o aparelho é muito bom, muito bonito, ótimo desempenho nos apps, fotos com boa qualidade e tem preço justo se comparado a outras marcas com modelos similares.",5.0,18/11/2019,Good
É o melhor celular que já tive.,"Seriamente penso em comprar de novo para presentear algum amigo ou familiar. A qualidade é excelente, as bordas não machucam as mãos. O tamanho é o melhor para minhas mãos que são grandes. Vem direto com capinha e ainda por cima é um modelo muito bonito.Além desses fatos, o carregamento é super rápido. Infelizmente, a bateria não me dura muito, pois uso apps pesados e faço várias ligações de vídeo. Mesmo assim, a bateria funciona bem para coisas leves.A câmera é excepcional. Nunca vi celular com câmera melhor.E, por último, mas não menos importante, o brilho da tela bota o Sol pra mamar. Eu fico com esse celular no Sol e ainda consigo enxergar tranquilamente a tela. Amei.Super satisfeito com um mês de uso.",5.0,15/06/2020,Good
Prazo de postagem não é como no anuncio mas chega no prazo.,"O produto em sí é ótimo, qualidade incomparável com os que tem no Brasil hoje, meu problema foi unico e exclusivamente com o vendedor, comprei o produto dia 21/11 as 09:00 manhã, com a esperança de que seria postado no mesmo dia, assim como é anunciado no anuncio, ""Produtos confirmados até as 13:00 horas serão enviados no mesmo dia"", não foi isso que ocorreu, paguei SEDEX, com a esperança de chegar antes do dia 29/11 pois dia 30/11 era aniversário da minha esposa, em fim, o produto foi enviado dia 26 e chegou dia 02/12, a previsão era para dia 05/12 então chegou dentro do prazo, se o vendedor tivesse postado no mesmo dia ou no dia seguinte, minha experiência com a compra teria sido perfeita, mas tirando esse empasse, o vendedor sempre me respondeu, o telefone é bonito, minha esposa ficou muito feliz, e é a versão global.eu recomendo porem peço ao vendedor para se atentar quando a postagem do produto.",5.0,3/12/2019,Good
URBANO MAGAZINE,"O Smartphone em si é ótimo, mais do que esperava. A câmera é simplesmente incrível (me surpreendeu bastante) pode-se dizer que é possível compara-la com a câmera do iPhone. Reconhecimento facial surpreendentemente rápido assim como o sensor digital. A bateria é ótima, carrego o aparelho somente uma vez ao dia usando ele sem parar sequer 1 hora. O smartphone acompanha um adaptador, pois o carregador não vem padrão brasileiro, mas o que foi enviado a mim não encaixou-se no adaptador, pois os pinos eram parecidos com o padrão brasileiro só que menores e mais grossos e o adaptador não é para esse tipo de pino. O design é extremamente bonito ao meu ver.",5.0,23/03/2020,Good
"ótima bateria, mas muito lento e trava muito.","A bateria é muito boa....ele é bem bonito tambem...O azul é belissimo.achei a camera satisfatoria, mas varias saem tremidas, embaçadas, precisa de algumas tentativas.Mas o desempenho me decepcionou. Acho que quem é usuario ativo, usa muito celular, como eu, se decepcionara.Sinceramente, esperava bem mais do celular, já que ele estava sendo tão elogiado.Eu talvez esteja exigindo demais, já que estava usando um Iphone SE 2016, mas para quem usava um avançado, principalmente IOS, vai sentir muita falta da fluidez, então pense bem. Os constantes erros (aplicativos param de atualizar na Play Store, apps fecham, necessidade de reinicialização, mesmo com 4 de RAM, os apps são lentos para abrir, demora nas notificações) são bem estressantes.Não gostei tambem da interface. Podiam pelo menos deixar a opção de colocar android puro.Eu me arrependi. Mas pelo preço (que já nao esta tão barato), era esperado. Mas achei realmente muito mais lento, mas do que imaginava! Irei retornar para IOS assim que puder.",3.0,27/07/2020,Neutral
